track_name,track_id,track_artist,playlist_id,track_popularity,loudness,instrumentalness,key,speechiness,acousticness,danceability,liveness,tempo,energy,valence,emotion
Between The Devil And The Deep Blue Sea,2aC4dekmnklfC6edwh3Wda,George Harrison,3e6gYPyrTbaB8BWgSHCt5j,40,-7.238,0,5,0.0441,0.831,0.819,0.0784,121.466,0.514,0.74,
Veneno,2acGrERwIyVXsbJvvqS9h3,BB Nobre,37i9dQZF1DWVOLXBOylBUZ,49,-2.823,0,2,0.0568,0.246,0.779,0.162,95.982,0.821,0.224,
That's My Girl,2ACOWPLUe4A4KuQ5ioD2od,Fifth Harmony,6UJw1egIcZVfrBmcKs5uHH,70,-4.245,3.19E-05,5,0.121,0.0358,0.596,0.365,202.049,0.851,0.612,
Jersey,2ACys0pX0SjmpQmQWzp7wt,Future,0Hr2h94pKN8QAGVAgD6BsD,62,-10.81,4.67E-04,5,0.255,0.509,0.758,0.0913,146.054,0.526,0.312,
Let's Groove,2ADU49RKktDsdPj0vKqJ6j,CDB,0WicovBbxeB0nvQC6IfuaT,36,-5.44,1.57E-04,4,0.0778,0.127,0.833,0.101,126.184,0.683,0.916,
I Want Love,2AeVt1I87bc51FMKBauPGU,Jehro,0jilq2XZP9F2fwzp2k6iXK,28,-8.107,0,7,0.0457,0.635,0.795,0.146,108.029,0.339,0.832,
With You - L̦Kii Remix,2aFAmDBycyEnj3lcS95JMe,Kaskade,37i9dQZF1DX2ENAPP1Tyed,57,-7.647,0.676,9,0.0389,0.0201,0.708,0.37,120.012,0.727,0.512,
Sound the Alarm,2aFsfzUuXuxDr4xo8ndfUt,Shallow Side,37i9dQZF1DX1X7WV84927n,51,-3.855,4.51E-06,8,0.0459,1.65E-05,0.468,0.0715,92.009,0.819,0.465,
Beta,2AfXarK4dUVFqGnDEawi04,Model Man,6nZaTh6K1SwhdELFTmA99C,35,-5.804,3.20E-05,1,0.0618,0.18,0.655,0.152,121.984,0.751,0.525,
What Is Love,2ahnofp2LbBWDXcJbMaSTu,Haddaway,50cXvxgMGrvoUeLhkzCyIO,70,-7.907,0.0149,7,0.0311,0.0222,0.683,0.203,123.871,0.772,0.737,
Puppet Theatre,2AhV6GW8sUFpcEuDy5EOln,Claptone,23swqzpOZwW1NhPiZ7iyFI,55,-6.72,0.0509,7,0.0404,0.0753,0.936,0.104,115.026,0.648,0.663,
Mortel,2aiAzLLkHcdJOnkLlpqHUe,Fishbach,5jROYSZSL7cO0jGAqkPx7C,33,-5.872,0,5,0.0265,0.00175,0.597,0.0689,95.978,0.626,0.762,
So Over,2aICaLTkejrkgsLeCsbQY6,Kid Francescoli,6nZaTh6K1SwhdELFTmA99C,46,-10.679,0.612,0,0.0591,0.621,0.39,0.272,110.618,0.464,0.102,
Buy U a Drank (Shawty Snappin'),2aIdVb8v9KTpEZnftkz2mD,T-Pain,37i9dQZF1DWUFmyho2wkQU,76,-8.137,0,1,0.262,0.0108,0.451,0.0737,80.001,0.55,0.594,
IDOL,2AIWoHr9DF6y4KALCBKWQS,BTS,37i9dQZF1DX4RDXswvP6Mj,75,-3.211,0,9,0.118,0.00481,0.734,0.123,126.035,0.855,0.422,
Laffy Taffy,2ajhenDRiiAnCHHjsIOHhJ,D4L,37i9dQZF1DWUFmyho2wkQU,68,-7.994,0,7,0.428,0.0351,0.891,0.0932,77.499,0.439,0.622,
Ghosts,2aKoElQmZWu2ZMCB3f2tbc,Scavenger Hunt,7nHgmv7uyIA1KHj6qTttjH,39,-7.227,0.0138,8,0.0298,0.0237,0.669,0.102,118.006,0.719,0.326,
Killer Queen - 2011 Mix,2AKOOhml62GZNFWDN7VqzT,Queen,3E88dLx4fgFYY70gdGzdnB,50,-6.326,0,10,0.0544,0.391,0.535,0.133,117.218,0.651,0.612,
Animal,2ALcaaW3YYMo08fotltKHC,Eladio Carrion,37i9dQZF1DWUmxBdWX3Pp4,58,-7.286,0,6,0.113,0.294,0.752,0.126,116.923,0.64,0.529,
Por Perro,2alIsNw1mqEShbWyO1HXZZ,Sebastian Yatra,3nH8aytdqNeRbcRCg3dw9q,70,-5.18,0,0,0.0501,0.429,0.684,0.0852,172.009,0.762,0.892,
Can't Stop - Remix,2am14wFmbow4gZXQy1Pwyh,After 7,3ykXidKLz1eYPvuGoFlD1e,30,-7.56,0,8,0.0407,0.0535,0.811,0.345,96.778,0.771,0.745,
Feels Good,2AmCvxADlZLK4xX47VezOR,Tony! Toni! Ton̩!,4sji14lrB5bgcr51lPALYH,35,-5.188,0,2,0.183,0.0998,0.804,0.228,117.178,0.961,0.641,
Rock Of Ages,2AmEv442DGwSxMGZ9XEvBA,Def Leppard,7CESj1xKbxdArRzloygvkl,61,-7.666,0.0319,11,0.041,0.00802,0.706,0.195,105.893,0.785,0.636,
Under the Supermoon,2aMqRRtkIgdSB5O8DF4RTK,Artists for Peace and Justice,5vIdb67lQcdFwoVkE4UMep,44,-11.565,1.56E-04,7,0.049,0.775,0.626,0.11,132.431,0.469,0.333,
Let You Down,2amzBJRBPOGszBem4FedfE,NF,7ENISpOJhocpMJVcGb0qcT,7,-5.651,0,5,0.119,0.316,0.661,0.178,148.027,0.715,0.411,
Spaceship (feat. Uffie),2aOlxywgl4nCD4Xh2mLWM7,Galantis,0o5gKmuET7F3lQnpFxvPO8,55,-1.816,0,10,0.0828,0.322,0.518,0.101,125.854,0.842,0.375,
Fades Away - Tribute Concert Version,2Aomjzc0qNjk4uc3JYGxgc,Avicii,5CTzufLc0f6MufjKYrIaoO,71,-7.733,1.45E-05,0,0.104,0.132,0.595,0.0873,134.493,0.549,0.165,
All Along the Watchtower,2aoo2jlRnM3A0NyLQqMN2f,Jimi Hendrix,1bMYfBHYBCRHY5LGkjlpSy,76,-6.237,5.69E-05,8,0.0624,0.00255,0.438,0.0842,113.253,0.805,0.564,
Flotando,2AoRRax8pJeQEj9nGDUKob,Francisca Valenzuela,37i9dQZF1DX8womvTyUjrN,53,-4.493,0,6,0.0398,0.294,0.604,0.359,162.099,0.693,0.371,
Had Some Drinks,2ap1x3VLFXzeVRDl14PYsM,Two Feet,5jROYSZSL7cO0jGAqkPx7C,4,-11.597,4.98E-04,5,0.101,0.14,0.825,0.147,84.927,0.304,0.3,
If Only I Could - Radio Edit,2APDhs1KxcfythNgqq97OE,Brooks,2Tisn6NZbeofpc57Oc6MGo,0,-3.273,0.00393,3,0.0505,0.00169,0.635,0.208,128.032,0.923,0.159,
MOTIVES,2aPGAJ2N3TDLPY2u4cARZW,kenzie,37i9dQZF1DX4F2k37fMTyn,58,-6.912,5.43E-05,10,0.0411,0.00289,0.778,0.102,110.034,0.721,0.46,
Mademoiselle,2aPnpV1hT7l3eP10uSGK6c,Sfera Ebbasta,6kVFIQBhLT4003iw2WWEv1,67,-5.656,0,6,0.0346,0.0671,0.794,0.155,121.938,0.702,0.535,
Miracle in the Middle of My Heart - Radio Edit,2APqQANaVkJ7erarpujjHh,Cl̩ment Bcx,4NlAd9NpIa92IjErMyAriM,25,-6.441,8.68E-04,10,0.0284,0.42,0.757,0.117,115.017,0.627,0.212,
Dreams,2APxH5XbOLDTmW9X5yi6Hw,Van Halen,7CESj1xKbxdArRzloygvkl,57,-11.361,2.51E-06,0,0.0454,0.223,0.455,0.0986,141.304,0.758,0.54,
Dirty South,2APxijdVoN8AIrS1AuCMAT,Upchurch,4xJULuV0P5PLcMe3xP8Pgj,55,-8.422,0,9,0.0304,0.239,0.583,0.111,99.809,0.459,0.357,
Hey,2Aqc48sn8He26hmTvQ2BMj,Pixies,2ExyzXAbukW7I8bDqdGvPB,67,-15.014,8.67E-04,7,0.0307,8.77E-04,0.59,0.0745,99.81,0.317,0.33,
All Right Now - Remix '91,2aQvJuqjeJFOPHinHNm4mI,Free,55ybnG2z8rpTIerRfnCsw6,0,-11.713,2.47E-06,2,0.0402,0.144,0.71,0.0453,120.44,0.624,0.797,
Under Pressure - Remastered,2aSFLiDPreOVP6KHiWk4lF,Queen,37i9dQZF1DWXRqgorJj26U,59,-7.268,0,2,0.0479,0.524,0.663,0.0804,113.439,0.712,0.527,
Into The Night,2aSMpkN4J6kzgGki14qqmx,Eli & Fur,5CMvAWTlDPdZnkleiTHyyo,38,-9.676,0.861,1,0.0501,0.177,0.684,0.0819,121.999,0.855,0.36,
Evil,2aSqq7claHAcS7KJWI6lmO,Interpol,5glAD13obyL0G9SH9ukBz2,47,-3.517,0.483,5,0.0384,0.00152,0.491,0.0739,128.997,0.747,0.603,
Burn,2ASx7GNCypmXa7IiKILPwh,KSHMR,5Bx5niVgi3qGQQw06C0RKq,25,-5.109,0.919,7,0.146,9.21E-04,0.757,0.0484,128.009,0.885,0.258,
Lick It,2AUHVjR5lhg6GcztbGvRkc,Valentino Khan,1T0ed6Mg0QIruHvcoWWIKy,60,-2.531,0.121,4,0.0582,0.00737,0.798,0.0942,124.994,0.837,0.662,
Pensando en Ti,2auNjgM4xIOANxtZT4Xe9z,Canserbero,2bOjjgN1S3Gqd8vSMyafvJ,66,-4.807,2.93E-06,9,0.312,0.597,0.434,0.248,178.589,0.758,0.473,
Grow Up (feat. Chikk),2av09FAN9J7IgxCQ6od4SF,King Lil G,3o3xRXWMtBMezk0E3wmtGI,55,-7.423,7.86E-06,5,0.307,0.688,0.714,0.128,87.119,0.659,0.671,
DROPPED OUTTA COLLEGE,2aV5ZEAvHwvL332EsJ1gWc,24kGoldn,5WNUX6jisX0NRlVDTm6RDd,64,-7.822,1.53E-06,0,0.411,0.0116,0.911,0.15,120.044,0.378,0.19,
"Burning Heart - From ""Rocky IV"" Soundtrack",2avaSeKHI5l4sLruVfLdi2,Survivor,0XOIK4m26aeYSD61E5nSVW,64,-7.43,7.91E-06,9,0.0269,0.221,0.651,0.0403,97.996,0.665,0.647,
Show Me The Way,2AVL6hxC2kgvGb3CFKiqWJ,Penguin Prison,2QiMewRbSavfZ9MSAYz2h6,43,-6.451,0.00613,2,0.0438,0.122,0.772,0.14,120.018,0.687,0.843,
Like I Love You,2AVredtzre1KADDXWoGd4I,Lost Frequencies,0B2HdP15IucgE0vk3sluJR,48,-7.181,3.05E-05,1,0.0829,0.133,0.862,0.477,117.927,0.583,0.777,
Middle of Somewhere,2AwCsgb9YMkjfe471IOEvf,The Neighbourhood,69yb02k0ZOmukYaxJXwp76,63,-6.723,0,9,0.0245,0.725,0.507,0.21,92.047,0.447,0.341,
One Life,2aXA9aQfrqaOi1Wy3NfSZI,Mike Perry,37i9dQZF1DX2ENAPP1Tyed,64,-3.642,0,3,0.0555,0.0997,0.653,0.242,128.015,0.757,0.233,
Ich rolle mit meim Besten - Babos Remix,2AXOg2WMjJt8Os7M3b589T,Haftbefehl,1qXg9ck25tBRxeXsj8mbDG,53,-5.976,0.00371,11,0.368,0.0575,0.535,0.137,89.508,0.86,0.386,
No Cryin (feat. Future),2Ay0Vr9icpICeKkUDbBExd,dvsn,1eqVgsNjaX6mxDPoefhocT,66,-7.147,0,0,0.359,0.161,0.84,0.0641,76.059,0.63,0.656,
Out of My League,2AYEOC02WLhUiOoaig2SEH,Fitz and The Tantrums,1pZWCY50kMUhshcESknir8,67,-3.553,0.00325,9,0.0853,0.0387,0.545,0.331,169.965,0.968,0.527,
How We Do It,2AYzOAV74uB3YahrDHiYxV,Royal Deluxe,44bkJI1QGkT2O0GYJSsbkp,42,-5.496,3.67E-06,4,0.0372,0.0529,0.513,0.158,76.989,0.727,0.333,
Still,2AYZQuAJIHcM32EBkHgQs3,Loyle Carner,6OaTudLqBEuTyUMPxRNpZc,53,-7.373,0.105,8,0.233,0.522,0.773,0.135,91.777,0.811,0.609,
Shot At The Night,2aZ2Co4NeQRsqWcU930zHT,The Killers,1E5VdGGWkpDQ682gdvJAZH,64,-4.903,0.0135,5,0.0558,0.0917,0.509,0.109,185.922,0.803,0.239,
Georgia,2B15MgKTaavdlKdlwd4W0R,Kevin Abstract,37i9dQZF1DWTggY0yqBxES,3,-9.677,1.26E-04,8,0.11,0.729,0.664,0.0935,134.047,0.522,0.289,
Harder,2b1BwUGGyKq0CoJd8G1B6M,Jax Jones,37i9dQZF1DWZQaaqNMbbXa,62,-3.004,0,5,0.0718,0.0909,0.906,0.152,104.03,0.832,0.751,
STAR,2B1hRfTwS9HtP1MxAma1nu,Nimo,37i9dQZF1DX36edUJpD76c,74,-4.797,7.33E-04,5,0.118,0.353,0.797,0.156,108.048,0.802,0.637,
Rolling Stone (John Skyfield & ConKi Remix),2B3Nh0TkaanaWE91rwYuCY,East Love,3YdAwfgQLMS4AN2WjRfRlb,46,-4.793,0,11,0.0572,0.191,0.669,0.0951,102.904,0.81,0.689,
YOU'RE THE ONE,2b4SSorCTQ2VzmllaeWuuT,KAYTRANADA,0JmBB9HfrzDiZoPVRdv8ns,66,-9.663,0.00289,2,0.332,0.0323,0.824,0.108,118.053,0.396,0.252,
TALK,2B4WMojjlOZ9taxVw8MkMg,Ella Collier,0DdGqNa18DwYyfIR05OrW1,38,-9.404,0,0,0.15,0.106,0.773,0.279,97.96,0.527,0.413,
C90 (Remix),2b6i9zx3ULzKrNWmyP0ePD,John C,37i9dQZF1DWUmxBdWX3Pp4,78,-5.1,2.12E-06,1,0.0937,0.336,0.867,0.0654,122.952,0.761,0.609,
Miracle Drug,2b6pyyrxfP79LhV2hLtTm4,U2,0VS9w0NY4KXfLORkhY81s8,43,-5.732,1.84E-04,11,0.0533,0.00586,0.339,0.17,124.939,0.652,0.133,
Never Say Goodbye - Radio Edit,2B8eAzF1rlTOLynq5zgXsG,Hardwell,6jI1gFr6ANFtT8MmTvA2Ux,42,-3.529,0,1,0.0546,0.0192,0.426,0.421,129.982,0.841,0.05,
Memories,2b8fOow8UzyDFAE27YhOZM,Maroon 5,2ji5tRQVfnhaX1w9FhmSzk,98,-7.209,0,11,0.0546,0.837,0.764,0.0822,91.019,0.32,0.575,
Over And Over,2b8QQqf8Vwb7bfz22ja8Fk,Nelly,0Ar0Ng9DlAWZtSPBvOQgOa,59,-10.02,1.33E-06,7,0.0805,0.00646,0.644,0.158,169.799,0.518,0.464,
Blak Pudd'n,2B8sc82PFB2493l9pdyWct,SWV,3X4HmijjKdwwLonCrOOEAZ,24,-11.903,4.53E-04,7,0.264,0.0103,0.896,0.103,102.001,0.578,0.364,
Cuerpo en Venta,2B94bbI1a4LyBpK1439oP7,Noriel,37i9dQZF1DWZjqjZMudx9T,83,-5.749,0,11,0.302,0.161,0.696,0.0974,91.924,0.601,0.408,
Victory (feat. The Notorious B.I.G. & Busta Rhymes),2B9aYvlGefTIgKLhM6ia8t,Diddy,0C2zyPdlkbWHrwVg9gqNdU,58,-6.846,0,9,0.322,0.397,0.609,0.664,91.778,0.731,0.685,
Run Through The Jungle,2B9i8K60LxOChRDUnmx2Fk,Creedence Clearwater Revival,6oghIlByD49KFGNmNU8GSH,0,-6.71,0.0145,7,0.0392,0.0597,0.659,0.0894,136.666,0.686,0.878,
Crazy Train,2b9lp5A6CqSzwOrBfAFhof,Ozzy Osbourne,5BygwTQ3OrbiwVsQhXFHMz,77,-4.001,5.69E-04,9,0.115,0.361,0.453,0.26,137.575,0.906,0.473,
Bezerk (feat. A$AP Ferg),2B9wgj9XzbJZLty03PRbVo,Big Sean,37i9dQZF1DX76t638V6CA8,74,-4.673,0,2,0.2,0.0164,0.684,0.253,184.026,0.687,0.265,
Expectations,2bCGBbvqohNvKIYFmiLRmp,Glaceo,3YdAwfgQLMS4AN2WjRfRlb,49,-7.197,1.59E-06,1,0.0798,0.0687,0.714,0.197,99.955,0.761,0.388,
Love the Way You Hate Me,2bcrVoFMJAco4bwKmFFKkm,Like A Storm,64BvJcehegyvhqQtV82Ddz,0,-5.131,4.55E-04,6,0.0399,0.00187,0.493,0.079,159.993,0.841,0.14,
Sunshine Of Your Love,2BcvvHttiZRvguFM4hR398,Cream,56dbowk1V5ycS5jW7DSvi5,12,-12.59,6.57E-05,2,0.0384,0.475,0.684,0.118,115.078,0.481,0.784,
Sing Me to Sleep - Marshmello Remix,2BcwzjPvVSkek2ZLdh7C9J,Alan Walker,5aPwKjwNHr6dnCejLcPTVx,60,-1.718,3.04E-04,4,0.0436,0.0383,0.62,0.159,101.089,0.893,0.16,
Break Through The Silence - Radio Edit,2bd7KLt028ssKE0K0WYWXl,Martin Garrix,5Bx5niVgi3qGQQw06C0RKq,4,-5.167,0.00119,9,0.0666,0.00289,0.573,0.299,128.013,0.95,0.153,
Move Over,2bD9x9kN4wYyVoyckeqlLk,Janis Joplin,3NcxM1LJJdua8AcRxtijNY,51,-10.337,0.0115,0,0.0529,0.187,0.708,0.0724,132.999,0.498,0.919,
I Wanna Love You,2BDRHFw5170t2kRHD3uEMU,Jade,3ykXidKLz1eYPvuGoFlD1e,39,-9.79,0.00654,0,0.0769,0.0596,0.731,0.264,200.306,0.707,0.838,
American Woman,2BdSaGVMxZzEeJYjjrlo6n,Lenny Kravitz,29dTrOurPDrMcrnio2q6hZ,51,-7.971,0,1,0.0714,0.024,0.669,0.0782,83.989,0.7,0.6,
Change (with Kehlani),2beHQY7DvKp9q4vwilKKRS,Arin Ray,4I6rTSxqKl1LRvES2O9owQ,59,-4.413,0,6,0.0693,0.057,0.712,0.182,86.965,0.473,0.327,
Find Our Way (feat. Chandler Blas̩),2bEjR5R9lkfBBOXlCOR45h,Dirty Palm,4N1ipiKR3xla8UXtE12XBm,48,-4.091,2.82E-04,10,0.154,0.00559,0.556,0.112,127.993,0.887,0.474,
Time and a Word - 2003 Remaster,2BeTdjsTKX95HrrGolFaCJ,Yes,7GhTpb4eOp6403Bmgqz3db,31,-8.99,8.58E-05,11,0.0317,0.102,0.432,0.248,77.033,0.595,0.416,
Forbidden Voices,2BF1X5nkYYSb0AUTRaGkDm,Martin Garrix,2Tisn6NZbeofpc57Oc6MGo,5,-5.927,0.0031,10,0.0368,0.05,0.534,0.135,128.102,0.711,0.3,
Dirty Harry,2bfGNzdiRa1jXZRdfssSzR,Gorillaz,0jilq2XZP9F2fwzp2k6iXK,65,-7.176,0.0811,10,0.162,0.0315,0.625,0.672,192.296,0.877,0.865,
2002,2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,6o6MNYZqHSkMAKcCHPNu7K,83,-2.881,0,1,0.117,0.0372,0.697,0.137,96.133,0.683,0.603,
It's Alright,2bgIU4lx8QdpOaCEaKu40b,Jodeci,7bdhfXlbfml9CuNn5c7372,22,-9.391,0.0343,10,0.0658,0.0136,0.767,0.183,116.195,0.825,0.678,
In The Face Of Evil,2bHpNAMEsB3Wc00y87JTdn,Magic Sword,7p30DzTAgW6OhspSXHTI88,56,-4.499,0.0724,11,0.0315,0.011,0.296,0.158,143.89,0.764,0.144,
Paradise City,2bHQrsgmBzX5WF7thpMZrV,Guns N' Roses,55ybnG2z8rpTIerRfnCsw6,1,-5.578,0.0138,11,0.0979,0.0183,0.277,0.117,100.339,0.979,0.451,
Con Mi Amiga,2bIIQIXgi5blVkSZ7Y2uTh,Daniela Darcourt,37i9dQZF1DWZ1FUX6sM67g,59,-4.443,0,5,0.0346,0.293,0.672,0.353,90.999,0.723,0.839,
The Bomb (These Sounds Fall Into My Mind),2Biy0tRkZTGxGH8axDwnqP,The Bucketheads,50cXvxgMGrvoUeLhkzCyIO,50,-3.57,0.343,5,0.0384,0.0027,0.782,0.0766,125.917,0.874,0.872,
Make It Right,2BJiH5COSZTEmadUV1xRQ0,Armin van Buuren,5TiiHps0hNCyQ6ijVkNZQs,43,-5.126,7.69E-06,9,0.0297,0.0397,0.517,0.45,127.936,0.722,0.474,
Shoota (feat. Lil Uzi Vert),2BJSMvOGABRxokHKB0OI8i,Playboi Carti,0275i1VNfBnsNbPl0QIBpG,77,-8.433,0,1,0.199,0.191,0.674,0.122,153.069,0.649,0.48,
Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,Pitbull,2UsEj2GUukV0GLbsE3rldz,77,-5.797,0,1,0.0582,0.0921,0.72,0.694,124.043,0.802,0.723,
Portland,2bjwRfXMk4uRgOD9IBYl9h,Drake,3jPkaExIWXQWklcmmF5180,74,-8.216,0,1,0.264,0.0172,0.925,0.276,136.078,0.443,0.35,
Hawk Eyes,2BK4l09aPafX8i3rC2I4xF,The Kicks,44bkJI1QGkT2O0GYJSsbkp,41,-3.609,0,0,0.0482,0.00367,0.515,0.21,127.955,0.934,0.663,
Exodus,2Bkfvi3pCcwoJwnmd45OnA,$uicideBoy$,19WuHd4MxWLzE1fpMmw4S4,54,-4.497,7.66E-05,2,0.0728,0.00641,0.607,0.234,121.829,0.749,0.18,
Middle,2bKhIGdMdcqCqQ2ZhSv5nE,DJ Snake,7kyvBmlc1uSqsTL0EuNLrx,8,-4.079,0,9,0.0414,0.0175,0.564,0.054,104.764,0.737,0.211,
Animals,2bL2gyO6kBdLkNSkxXNh6x,Maroon 5,6jAPdgY9XmxC9cgkXAVmVv,75,-6.46,0,4,0.0898,1.85E-04,0.279,0.593,189.868,0.742,0.328,
Capital Letters,2bllegdYt2WoYdbRZyJ730,Hailee Steinfeld,7ENISpOJhocpMJVcGb0qcT,46,-5.536,7.02E-06,0,0.0736,0.0333,0.666,0.0535,99.913,0.814,0.478,
Love Of My Life - Remastered 2011,2BlNyI35idBaI6BN6WGZeQ,Queen,3E88dLx4fgFYY70gdGzdnB,53,-11.589,5.04E-06,5,0.0299,0.933,0.329,0.115,154.175,0.179,0.255,
The Way I Are,2bLqfJjuC5syrsgDsZfGmn,Timbaland,5wsWBmQgDtKa8CEg7wTEMi,72,-6.492,0.751,3,0.1,0.181,0.731,0.319,114.759,0.807,0.765,
Tell Me When,2BlscWwajIvT29g6EiQaM9,Christian Kuria,0r5ojPhjqGVq21oQR13UJy,33,-13.299,1.59E-04,7,0.1,0.299,0.693,0.0648,84.993,0.509,0.495,
Broken,2BmCen4Ww7ps0EBbobxWsH,Lund,7kzKtw5vug3IIxKfLadi8A,77,-2.659,9.03E-04,0,0.0429,0.0423,0.828,0.109,133.999,0.581,0.145,
Kybalion,2bmjoUqk5ELqted5imBtMd,Ghostemane,19WuHd4MxWLzE1fpMmw4S4,51,-7.338,1.90E-04,10,0.14,0.0643,0.765,0.16,109.904,0.62,0.218,
Bad Moon Rising,2bMlSOpa1WVMQZT9zWYUZc,Creedence Clearwater Revival,6oghIlByD49KFGNmNU8GSH,0,-15.427,3.50E-05,2,0.0271,0.0834,0.676,0.0676,89.816,0.502,0.964,
Do You Feel The Way I Do,2bmVKEPgeNj7qh7QsCQq7O,Rahsaan Patterson,0DIwi1dMI59NItQtiNcevy,0,-7.72,0,0,0.0333,0.159,0.817,0.096,131.998,0.586,0.777,
Hell Yeah!,2bNbnpiLHz29s0ceWIlX7T,Stacy Barthe,78RRvktrPMSqAoCI21mNOe,23,-3.092,5.99E-05,6,0.276,1.81E-04,0.53,0.238,159.09,0.77,0.438,
Truly Alive,2BnY9VsTwf7Q2jZzQ3Td3o,Mitzi,31R7Gd07KsDafqJEeL4Hqr,0,-9.223,0.00296,4,0.0438,0.0342,0.786,0.121,118.982,0.714,0.577,
Bones,2BOfbXKOlLwVXqUrCdQAfF,Young Guns,3YouF0u7waJnolytf9JCXf,0,-3.676,0.842,6,0.0559,2.77E-06,0.349,0.286,156.939,0.893,0.531,
Get Your Roll On,2boJnT3S2aSBagFEUTXrfx,Big Tymers,4lcyWQDOzPfcbZrcBI3FOW,1,-5.005,0.0017,7,0.111,0.0111,0.849,0.109,88.93,0.812,0.454,
Forward (feat. James Blake),2bOWJIYSbhwg2NMQq1QMYH,Beyonc̩,1nFfDHtp8RY3obgen8KODl,56,-15.633,0.0591,7,0.0474,0.947,0.387,0.107,124.397,0.133,0.0498,
Have You Ever Seen The Rain,2bPg5VMINVxErc926XcyOu,Creedence Clearwater Revival,0QUlq0LMDVXSBtbyYLTyZh,4,-5.667,2.06E-04,0,0.0274,0.0642,0.785,0.268,116.048,0.688,0.84,
Rising Sun,2BPjarKTt9Gbjf5Z9iMACP,George Harrison,3e6gYPyrTbaB8BWgSHCt5j,30,-6.229,1.89E-04,7,0.0251,0.451,0.547,0.199,78.138,0.607,0.429,
Combatchy (feat. MC Rebecca),2bPtwnrpFNEe8N7Q85kLHw,Anitta,37i9dQZF1DWUxHPh2rEiHr,85,-3.032,3.74E-04,1,0.0809,0.383,0.826,0.0197,150.134,0.73,0.605,
Wolf,2bPujZTjHKSIHztskmfudg,Skott,744VClUYfFnZCDPcOUkg5G,0,-9.314,3.43E-04,1,0.0388,0.228,0.582,0.0714,99.986,0.563,0.31,
New York,2bpZOGUjOTYD8wPA0sqm13,Ja Rule,1dsaMvnC1hXPCNGC4aVtjj,1,-5.825,0,11,0.444,0.253,0.547,0.0775,93.221,0.795,0.566,
Immortalized,2BqDbaNNOMdxKc6jfJ8O0e,Disturbed,4TG1lzMD9HFvZ9E1Bk6Gnu,53,-2.101,1.29E-06,7,0.214,1.57E-04,0.373,0.162,197.973,0.991,0.316,
My Own Dance,2bR6LkOC10pZ3udHdZiENF,Kesha,6mXh8CUBMBsBUu88a4eAQV,62,-5.353,0,2,0.109,0.0878,0.84,0.0301,101.994,0.724,0.431,
Por Amar A Ciegas,2BrfJdTXohQRtWBKsBTIp0,Arcangel,37i9dQZF1DWWU6Rfto8Ppm,62,-4.719,7.18E-04,7,0.0348,0.0461,0.564,0.335,119.99,0.684,0.404,
Do Me Right,2bRj2mLH4nBgN9XRIA56dk,Guy,4sji14lrB5bgcr51lPALYH,0,-11.166,5.55E-05,11,0.0808,0.00187,0.769,0.228,105.964,0.735,0.613,
Lights - Single Version,2bRXehD283NioREYxlohc4,Ellie Goulding,2UsEj2GUukV0GLbsE3rldz,9,-6.17,0.0391,8,0.0367,0.0297,0.682,0.131,120.008,0.795,0.78,
Lotta Love,2bS2tETCzUmjALnXEvhOGo,Nicolette Larson,1uKFRCQYci8kVgMy3xzTVH,49,-15.616,0.00114,5,0.0264,0.159,0.646,0.27,113.708,0.406,0.895,
Steal My Girl,2Bs4jQEGMycglOfWPBqrVG,One Direction,45AKTTGQEfYgAyidW5hucn,73,-5.948,0,10,0.0347,0.00433,0.536,0.114,77.217,0.768,0.545,
Do It Again,2BstRQGodshjGpeDGQiNgo,Steely Dan,37i9dQZF1DX6TIU4D13lOY,69,-10.254,3.07E-05,2,0.0323,0.218,0.682,0.0556,124.574,0.537,0.963,
Toulouse - Bobby Anthony Vocal Mix,2bsyecmZCgdlsCZ3sWVZ99,Nicky Romero,7fRlDx99wBg6i45OCvxwKY,49,-5.529,0,5,0.269,0.328,0.642,0.509,127.881,0.834,0.606,
Pide,2Bt71zKOpBZWPA5vhrc0E8,Javiera Mena,37i9dQZF1DWSOvcBNdfJ87,0,-4.869,0.00209,6,0.0339,0.0927,0.637,0.106,164.012,0.758,0.547,
ILYSB,2btKtacOXuMtC9WjcNRvAA,LANY,69yb02k0ZOmukYaxJXwp76,69,-7.016,0.00453,5,0.0603,0.468,0.636,0.351,100.026,0.623,0.389,
skeletons,2BuJrxYKhYky20dQqTlobO,keshi,0r5ojPhjqGVq21oQR13UJy,65,-12.782,0.0865,2,0.0754,0.296,0.719,0.108,80.021,0.265,0.273,
Life Goes On,2bUojZta7GJTjGAqo064jo,2Pac,0C2zyPdlkbWHrwVg9gqNdU,60,-5.463,0,7,0.253,0.117,0.693,0.343,158.465,0.843,0.529,
Lucky Man - 2012 Remastered Version,2BURVLCtzmNylUqMVCLUbg,"Emerson, Lake & Palmer",7GhTpb4eOp6403Bmgqz3db,59,-15.662,0.0566,7,0.0304,0.0914,0.346,0.0486,154.01,0.379,0.478,
Follow - Radio Edit,2busyK7jKVJaZN4Q6gZqKw,Breaking Benjamin,3YouF0u7waJnolytf9JCXf,57,-3.582,0.0365,8,0.0668,0.00134,0.582,0.0371,106.003,0.929,0.58,
